long.fips,long.name,short.fips,year,median.age,hs.plus,bachelors.plus,ag.percent.employ,mean.income,median.income,white.percent,papers.total,papers.daily,ktype_use,k.seats,party.presence,party.comp,general.presence,general.comp,population,pop_density
620L500US09060,"State House District 60 (2016), Connecticut",9060,2018,44.6,93.6,35.5,0.04,98135,79911,75.41,7294,2084,SMD,1,1,1,1,1,22882,NA
620L500US09061,"State House District 61 (2016), Connecticut",9061,2018,43.1,93,43.2,0.9,117338,94764,84.15,7378,2108,SMD,1,1,1,1,1,23147,NA
620L500US09062,"State House District 62 (2016), Connecticut",9062,2018,45.7,95.8,49.1,0.14,117238,101060,96.37,6593,1693,SMD,1,1,1,1,1,23913,NA
620L500US09063,"State House District 63 (2016), Connecticut",9063,2018,47,90.9,26,0.73,78462,68168,92.94,3525,705,SMD,1,1,1,1,1,22588,NA
620L500US09064,"State House District 64 (2016), Connecticut",9064,2018,52.9,94.3,40.5,2.08,105613,77541,94.37,8895,1779,SMD,1,1,1,1,1,21907,NA
620L500US09065,"State House District 65 (2016), Connecticut",9065,2018,42.7,83.1,17,0.16,57855,50594,85.67,1990,398,SMD,1,1,1,1,1,22632,NA
620L500US09066,"State House District 66 (2016), Connecticut",9066,2018,48.8,94.4,45.1,1.8,114259,81639,96.14,5080,1016,SMD,1,1,1,1,1,22668,NA
620L500US09067,"State House District 67 (2016), Connecticut",9067,2018,43.4,92.2,40.2,0.95,98142,81529,89.83,2270,454,SMD,1,1,1,1,1,23468,NA
620L500US09068,"State House District 68 (2016), Connecticut",9068,2018,45.1,92.2,31.6,0.83,99722,76970,94.79,2545,509,SMD,1,1,1,1,1,23112,NA
620L500US09069,"State House District 69 (2016), Connecticut",9069,2018,53.6,93.8,50.9,0.33,121956,85056,94.19,6812,1427,SMD,1,1,1,1,1,24045,NA
620L500US09007,"State House District 7 (2016), Connecticut",9007,2018,28.2,77.8,17.4,0,48951,35860,19.64,3780,1080,SMD,1,0,0,1,1,23314,NA
620L500US09070,"State House District 70 (2016), Connecticut",9070,2018,39.6,89.9,25.3,0,85849,66192,84.94,4228,906,SMD,1,1,1,1,1,22937,NA
620L500US09071,"State House District 71 (2016), Connecticut",9071,2018,40.4,88.7,32.7,0,85512,62126,78.41,6944,1488,SMD,1,1,1,1,1,22816,NA
620L500US09072,"State House District 72 (2016), Connecticut",9072,2018,33.1,76.1,9.1,0,47017,35669,54.23,3766,807,SMD,1,1,1,1,1,23811,NA
620L500US09073,"State House District 73 (2016), Connecticut",9073,2018,32.7,86.7,22.8,0,63838,50740,67.89,5292,1134,SMD,1,1,1,1,1,24085,NA
620L500US09074,"State House District 74 (2016), Connecticut",9074,2018,36.8,83.8,14.6,0.04,57703,47448,70.75,4116,882,SMD,1,1,1,1,1,24356,NA
620L500US09075,"State House District 75 (2016), Connecticut",9075,2018,33.3,64.2,8.7,0.18,33988,21605,57.87,4746,1017,SMD,1,0,0,1,1,21749,NA
620L500US09076,"State House District 76 (2016), Connecticut",9076,2018,44.9,94,35.5,0.53,110740,89707,97.2,4841,1189,SMD,1,1,1,1,1,24388,NA
620L500US09077,"State House District 77 (2016), Connecticut",9077,2018,43.4,91.3,24.2,0,75421,65928,89.73,4886,1396,SMD,1,1,1,1,1,24243,NA
620L500US09078,"State House District 78 (2016), Connecticut",9078,2018,42,90.6,27.6,0.87,89307,72261,92.91,4338,1128,SMD,1,1,1,1,1,23841,NA
620L500US09079,"State House District 79 (2016), Connecticut",9079,2018,37.9,85.8,25.9,0.22,66809,53851,79.43,4242,1212,SMD,1,1,1,1,1,24279,NA
620L500US09008,"State House District 8 (2016), Connecticut",9008,2018,46,96.6,40.4,1.05,108869,90926,94.12,0,0,SMD,1,1,1,1,1,23714,NA
620L500US09080,"State House District 80 (2016), Connecticut",9080,2018,44.9,92.6,31.6,0.14,102461,89804,93.94,5068,1187,SMD,1,1,1,1,1,23085,NA
620L500US09081,"State House District 81 (2016), Connecticut",9081,2018,45.9,93.8,33.1,0.11,90499,76576,95.18,4228,1208,SMD,1,1,1,1,1,23010,NA
620L500US09082,"State House District 82 (2016), Connecticut",9082,2018,46.4,91.8,27.1,0.75,85010,72710,85.57,4704,1029,SMD,1,1,1,1,1,23683,NA
620L500US09083,"State House District 83 (2016), Connecticut",9083,2018,42.6,90.3,26.6,0,91430,71790,89.6,4032,943,SMD,1,1,1,1,1,26369,NA
620L500US09084,"State House District 84 (2016), Connecticut",9084,2018,36.6,80.5,17.9,0.1,51304,39726,73.9,4228,906,SMD,1,1,1,1,1,20318,NA
620L500US09085,"State House District 85 (2016), Connecticut",9085,2018,44.7,92.1,36.5,0.06,86926,67318,90.18,4648,996,SMD,1,1,1,1,1,22377,NA
620L500US09086,"State House District 86 (2016), Connecticut",9086,2018,46.2,95.6,41.5,0.63,125397,97891,94.25,6632,1429,SMD,1,1,1,1,1,23013,NA
620L500US09087,"State House District 87 (2016), Connecticut",9087,2018,45.3,95.1,41.8,0.16,112156,93696,86.73,7308,1566,SMD,1,1,1,1,1,23888,NA
620L500US09088,"State House District 88 (2016), Connecticut",9088,2018,34.4,96.9,56.5,0.07,96619,72540,80.58,4718,1011,SMD,1,1,1,1,1,23448,NA
620L500US09089,"State House District 89 (2016), Connecticut",9089,2018,46,95.5,46.6,0.24,121768,106119,90.19,5432,1164,SMD,1,1,1,1,1,23190,NA
620L500US09009,"State House District 9 (2016), Connecticut",9009,2018,36.4,90.2,31.4,0.17,76617,63991,54.07,4858,1388,SMD,1,1,1,1,1,25757,NA
620L500US09090,"State House District 90 (2016), Connecticut",9090,2018,46.4,93.8,43.5,0.62,110274,91393,90.52,6202,1329,SMD,1,1,1,1,1,22900,NA
620L500US09091,"State House District 91 (2016), Connecticut",9091,2018,42.5,93.2,47,0.07,95360,75997,64.37,5446,1167,SMD,1,1,1,1,1,25671,NA
620L500US09092,"State House District 92 (2016), Connecticut",9092,2018,33.8,86.5,35.4,0.61,66850,41429,39.47,3640,780,SMD,1,1,1,1,1,25102,NA
620L500US09093,"State House District 93 (2016), Connecticut",9093,2018,25.9,83.5,31.3,0.15,44916,30712,32.94,3584,768,SMD,1,1,1,1,1,22708,NA
620L500US09094,"State House District 94 (2016), Connecticut",9094,2018,28.9,91,31,0.09,63629,45983,33.57,3850,825,SMD,1,1,1,1,1,23810,NA
620L500US09095,"State House District 95 (2016), Connecticut",9095,2018,27.8,69.1,11.5,0.27,38845,26767,37.56,4158,891,SMD,1,1,1,1,1,25368,NA
620L500US09096,"State House District 96 (2016), Connecticut",9096,2018,31.5,92.3,57.3,0,84421,62021,66.49,4466,957,SMD,1,1,1,1,1,26090,NA
620L500US09097,"State House District 97 (2016), Connecticut",9097,2018,36.4,84.1,23.4,0.6,54858,40870,53.99,3864,828,SMD,1,1,1,1,1,23962,NA
620L500US09098,"State House District 98 (2016), Connecticut",9098,2018,49.1,96.2,59.8,0,144418,101238,95.19,7448,1596,SMD,1,0,0,1,1,22706,NA
620L500US09099,"State House District 99 (2016), Connecticut",9099,2018,42.8,87.9,22.4,0.27,75897,61514,82.89,5306,1137,SMD,1,1,1,1,1,23728,NA
610U500US09001,"State Senate District 1 (2016), Connecticut",9001,2018,33.3,74.3,21.3,0.2,56656,38803,53.82,14,4,SMD,1,1,1,1,1,95018,NA
610U500US09010,"State Senate District 10 (2016), Connecticut",9010,2018,29.8,83.8,27.3,0.33,54516,36674,38.8,14,3,SMD,1,1,1,1,1,95842,NA
610U500US09011,"State Senate District 11 (2016), Connecticut",9011,2018,33,88.3,44.4,0.21,74828,52355,62.55,14,3,SMD,1,1,1,1,1,99088,NA
610U500US09012,"State Senate District 12 (2016), Connecticut",9012,2018,47.4,95.8,49.9,0.21,120615,88721,93.74,18,4,SMD,1,1,1,1,1,95117,NA
610U500US09013,"State Senate District 13 (2016), Connecticut",9013,2018,43.3,90.2,32.2,0.34,86310,67022,84.11,18,4,SMD,1,1,1,1,1,96589,NA
610U500US09014,"State Senate District 14 (2016), Connecticut",9014,2018,44.6,93.4,38.7,0.1,99921,80347,86.38,14,3,SMD,1,1,1,1,1,94641,NA
610U500US09015,"State Senate District 15 (2016), Connecticut",9015,2018,35,80,18.2,0.03,59110,40160,66.23,14,3,SMD,1,0,0,1,1,99770,NA
610U500US09016,"State Senate District 16 (2016), Connecticut",9016,2018,42.6,91.1,31.1,0.2,92817,77473,85.81,28,7,SMD,1,1,1,1,1,104301,NA
610U500US09017,"State Senate District 17 (2016), Connecticut",9017,2018,40.5,90.6,31.8,0.11,87583,65573,72.7,14,3,SMD,1,1,1,1,1,99372,NA
610U500US09018,"State Senate District 18 (2016), Connecticut",9018,2018,40.3,92,30.8,0.54,87189,66660,85.9,8,4,SMD,1,1,1,1,1,101601,NA
610U500US09019,"State Senate District 19 (2016), Connecticut",9019,2018,41.3,91,29.7,0.67,89511,70713,80.25,21,7,SMD,1,1,1,1,1,99917,NA
610U500US09002,"State Senate District 2 (2016), Connecticut",9002,2018,36.1,84.4,27.7,0.12,68299,49211,31.75,14,4,SMD,1,0,0,0,1,96585,NA
610U500US09020,"State Senate District 20 (2016), Connecticut",9020,2018,42.6,91.3,35.5,0.15,88691,67690,80.54,11,4,SMD,1,1,1,1,1,96242,NA
610U500US09021,"State Senate District 21 (2016), Connecticut",9021,2018,45.4,93,40.1,0.1,106507,84558,87.71,34,8,SMD,1,1,1,1,1,102234,NA
610U500US09022,"State Senate District 22 (2016), Connecticut",9022,2018,38.9,86.7,35.7,0.3,99696,76568,67.56,20,5,SMD,1,1,1,1,1,99821,NA
610U500US09023,"State Senate District 23 (2016), Connecticut",9023,2018,32.2,74.2,13.8,0.09,49910,36289,33.32,20,5,SMD,1,1,1,1,1,98030,NA
610U500US09024,"State Senate District 24 (2016), Connecticut",9024,2018,38.8,85.9,34.2,0.19,97552,75336,70.2,20,5,SMD,1,1,1,1,1,107013,NA
610U500US09025,"State Senate District 25 (2016), Connecticut",9025,2018,39.2,89.6,46.2,0.18,139807,88813,75.04,20,5,SMD,1,1,1,1,1,102372,NA
610U500US09026,"State Senate District 26 (2016), Connecticut",9026,2018,44.2,97.7,70.6,0.27,223581,137890,91.08,20,5,SMD,1,1,1,1,1,107351,NA
610U500US09027,"State Senate District 27 (2016), Connecticut",9027,2018,35.4,87.8,45.3,0.31,121475,76762,59.89,20,5,SMD,1,1,1,1,1,108076,NA
610U500US09028,"State Senate District 28 (2016), Connecticut",9028,2018,42.7,95.9,61.6,0.5,177795,123834,90.63,20,5,SMD,1,1,1,1,1,104444,NA
610U500US09029,"State Senate District 29 (2016), Connecticut",9029,2018,31.9,87.6,26.6,1.68,69940,55524,85.3,1,1,SMD,1,1,1,1,1,101962,NA
610U500US09003,"State Senate District 3 (2016), Connecticut",9003,2018,40.5,89.6,31.1,0.31,84750,65214,66.83,14,4,SMD,1,1,1,1,1,100343,NA
610U500US09030,"State Senate District 30 (2016), Connecticut",9030,2018,46.9,92.6,37.8,1.16,99974,77819,92.1,25,6,SMD,1,1,1,1,1,95038,NA
610U500US09031,"State Senate District 31 (2016), Connecticut",9031,2018,41.8,89.6,26.7,0.37,78405,63885,88.93,19,5,SMD,1,1,1,1,1,101782,NA
610U500US09032,"State Senate District 32 (2016), Connecticut",9032,2018,46.7,93.9,41.4,0.54,109786,84965,93.56,19,4,SMD,1,1,1,1,1,93105,NA
610U500US09033,"State Senate District 33 (2016), Connecticut",9033,2018,46.8,94.6,41.5,0.69,109159,87472,94.51,11,4,SMD,1,1,1,1,1,99937,NA
610U500US09034,"State Senate District 34 (2016), Connecticut",9034,2018,44.9,91.9,33,0.29,95085,75554,88.25,18,4,SMD,1,1,1,1,1,96262,NA
610U500US09035,"State Senate District 35 (2016), Connecticut",9035,2018,42.1,93.9,35.6,1.14,94131,77055,92.8,1,1,SMD,1,1,1,1,1,100982,NA
610U500US09036,"State Senate District 36 (2016), Connecticut",9036,2018,43.1,95.7,66.2,0.19,257590,144566,84.36,20,5,SMD,1,1,1,1,1,98830,NA
610U500US09004,"State Senate District 4 (2016), Connecticut",9004,2018,39.8,94.4,46.8,0.19,105321,79480,74.95,14,4,SMD,1,1,1,1,1,100911,NA
610U500US09005,"State Senate District 5 (2016), Connecticut",9005,2018,42.6,95,59.6,0.1,131511,95734,83.3,14,4,SMD,1,1,1,1,1,97737,NA
610U500US09006,"State Senate District 6 (2016), Connecticut",9006,2018,37.1,84,24.3,0.09,69202,49273,76.38,14,4,SMD,1,1,1,1,1,96685,NA
610U500US09007,"State Senate District 7 (2016), Connecticut",9007,2018,42.9,91.7,32.3,0.34,98516,81314,85.23,14,4,SMD,1,1,1,1,1,102107,NA
610U500US09008,"State Senate District 8 (2016), Connecticut",9008,2018,45.2,93.8,48.2,0.32,118416,87070,90.8,19,5,SMD,1,1,1,1,1,96337,NA
610U500US09009,"State Senate District 9 (2016), Connecticut",9009,2018,41.4,92.2,40.9,0.13,92035,74279,79.75,18,5,SMD,1,1,1,1,1,103128,NA
620L500US10001,"State House District 1 (2016), Delaware",10001,2018,39.2,85.2,25.5,0.28,62996,45611,27.23,1800,450,SMD,1,0,0,0,1,22322,6878.890601
620L500US10010,"State House District 10 (2016), Delaware",10010,2018,41.3,94.6,48.2,0.09,90900,69457,70.78,1376,344,SMD,1,1,1,1,1,22037,3116.532315
620L500US10011,"State House District 11 (2016), Delaware",10011,2018,41.9,81.8,16,2.72,74481,61856,84.18,2192,548,SMD,1,0,0,0,1,20475,140.5506703
620L500US10012,"State House District 12 (2016), Delaware",10012,2018,47.7,96.3,64.6,0.2,166488,111726,85.25,2064,516,SMD,1,1,1,1,1,23147,706.9729086
620L500US10013,"State House District 13 (2016), Delaware",10013,2018,37.1,84.9,19.8,1.91,61940,53241,80.9,2240,560,SMD,1,0,0,0,1,22008,4701.559496
620L500US10014,"State House District 14 (2016), Delaware",10014,2018,57.8,94.1,41.3,0.35,91689,65104,91.15,5562,0,SMD,1,1,1,1,1,22812,575.9297129
620L500US10015,"State House District 15 (2016), Delaware",10015,2018,38.9,93.2,30.7,0.09,89634,74077,60.96,2028,507,SMD,1,1,1,1,1,24656,879.2525497
620L500US10016,"State House District 16 (2016), Delaware",10016,2018,37.7,83.1,14.6,0.74,64728,49713,41.88,2140,535,SMD,1,1,1,1,1,22039,2200.599101
620L500US10017,"State House District 17 (2016), Delaware",10017,2018,39.9,87.8,18.3,0.3,75239,58098,55.88,2172,543,SMD,1,0,0,1,1,23479,1227.852735
620L500US10018,"State House District 18 (2016), Delaware",10018,2018,34.5,92.6,31,0.1,68518,58021,56.29,1372,343,SMD,1,0,0,0,1,22370,2737.731
620L500US10019,"State House District 19 (2016), Delaware",10019,2018,41.4,85.2,19.9,0.79,65890,53125,81.19,1960,490,SMD,1,1,1,1,1,22600,2968.216443
620L500US10002,"State House District 2 (2016), Delaware",10002,2018,31.3,77.9,16.2,0.47,42895,29571,24.97,2348,587,SMD,1,0,0,0,1,21025,3757.147963
620L500US10020,"State House District 20 (2016), Delaware",10020,2018,55.4,92.1,34.8,0.45,81459,63016,87.43,5004,0,SMD,1,1,1,1,1,23655,291.9757582
620L500US10021,"State House District 21 (2016), Delaware",10021,2018,40,94,41,0,86974,72640,79.86,1224,306,SMD,1,1,1,1,1,22735,2374.412533
620L500US10022,"State House District 22 (2016), Delaware",10022,2018,48.3,97.5,60.5,0.04,128754,111353,81.75,1020,255,SMD,1,1,1,1,1,21195,1848.669865
620L500US10023,"State House District 23 (2016), Delaware",10023,2018,27.7,96.9,57.9,0.74,94427,72143,80.82,1248,312,SMD,1,0,0,0,1,23772,1817.987152
620L500US10024,"State House District 24 (2016), Delaware",10024,2018,36.5,88,24.8,1.32,68267,55465,69.55,1420,355,SMD,1,1,1,1,1,23319,3242.352614
620L500US10025,"State House District 25 (2016), Delaware",10025,2018,27,93.3,52.1,0.07,76672,56502,78.42,1584,396,SMD,1,1,1,1,1,20910,1928.077455
620L500US10026,"State House District 26 (2016), Delaware",10026,2018,33.5,88.2,32.6,0.88,86648,71136,56.6,832,208,SMD,1,1,1,1,1,23477,3229.298487
620L500US10027,"State House District 27 (2016), Delaware",10027,2018,36.9,96.4,42,0,115393,96732,67.48,1112,278,SMD,1,1,1,1,1,23251,1056.527469
620L500US10028,"State House District 28 (2016), Delaware",10028,2018,37.5,86.4,17,0.95,64880,52588,66,3088,772,SMD,1,1,1,1,1,22262,225.4128654
620L500US10029,"State House District 29 (2016), Delaware",10029,2018,41.7,85.7,26.9,1.34,83830,67531,67.68,2228,557,SMD,1,1,1,1,1,21923,502.3141784
620L500US10003,"State House District 3 (2016), Delaware",10003,2018,32.6,81.9,19.7,0.64,49794,34245,34.13,1512,378,SMD,1,0,0,0,1,21271,16501.93949
620L500US10030,"State House District 30 (2016), Delaware",10030,2018,40.4,85.1,15.6,2.1,64008,52220,82.22,3596,899,SMD,1,1,1,1,1,21840,119.2400087
620L500US10031,"State House District 31 (2016), Delaware",10031,2018,29.5,88.8,34.3,0.35,67985,54717,46.1,1884,471,SMD,1,1,1,1,1,23620,1772.474861
620L500US10032,"State House District 32 (2016), Delaware",10032,2018,29.6,88.4,23.9,0.49,55368,41829,56.68,2588,647,SMD,1,1,1,1,1,23499,729.6013413
620L500US10033,"State House District 33 (2016), Delaware",10033,2018,39.8,85.4,21,1.39,72015,56177,73.85,2940,735,SMD,1,1,1,1,1,22678,226.1986694
620L500US10034,"State House District 34 (2016), Delaware",10034,2018,40.1,93.1,29.6,0.58,76387,65213,67.42,2140,535,SMD,1,1,1,1,1,23318,917.6702086
620L500US10035,"State House District 35 (2016), Delaware",10035,2018,41.7,79,13.2,3.31,61955,48041,70.96,5532,0,SMD,1,1,1,1,1,22522,114.4305907
620L500US10036,"State House District 36 (2016), Delaware",10036,2018,39.3,85.6,22.6,2.48,67773,54546,79.96,4986,0,SMD,1,1,1,1,1,23074,188.3453461
620L500US10037,"State House District 37 (2016), Delaware",10037,2018,46.9,82.8,16.2,1.44,63880,49882,79.9,5940,0,SMD,1,0,0,0,1,25344,438.9103441
620L500US10038,"State House District 38 (2016), Delaware",10038,2018,57.5,92.6,33.2,1.43,81669,62450,93.94,8646,0,SMD,1,1,1,1,1,24754,391.3057224
620L500US10039,"State House District 39 (2016), Delaware",10039,2018,41.2,82.2,16.8,2.84,65644,50136,75.55,5382,0,SMD,1,0,0,0,1,23198,332.3495702
620L500US10004,"State House District 4 (2016), Delaware",10004,2018,42.6,91.7,57.8,0.93,119250,73977,82.14,2344,586,SMD,1,1,1,1,1,22002,1967.450595
620L500US10040,"State House District 40 (2016), Delaware",10040,2018,39,84.1,14.9,2.29,62135,47394,81.32,5982,0,SMD,1,0,0,0,1,22131,126.9132178
620L500US10041,"State House District 41 (2016), Delaware",10041,2018,41.1,79.2,14.6,2.7,62556,50115,75.25,6402,0,SMD,1,1,1,1,1,23734,181.1935536
620L500US10005,"State House District 5 (2016), Delaware",10005,2018,34.6,89.4,26.4,0,69996,58712,33.55,928,232,SMD,1,0,0,0,1,22993,4300.168319
620L500US10006,"State House District 6 (2016), Delaware",10006,2018,43.4,94.3,48.1,0.37,103054,81933,80.97,2128,532,SMD,1,1,1,1,1,22719,2683.874778
620L500US10007,"State House District 7 (2016), Delaware",10007,2018,42.2,93.6,35.8,0.26,85494,66903,77.29,1684,421,SMD,1,1,1,1,1,21694,3834.217038
620L500US10008,"State House District 8 (2016), Delaware",10008,2018,36.5,93.5,35.7,0.58,100799,88627,68.88,1568,392,SMD,1,1,1,1,1,23526,852.7620705
620L500US10009,"State House District 9 (2016), Delaware",10009,2018,38.4,90.4,31.2,0.36,114393,98750,76.37,2076,519,SMD,1,1,1,1,1,25309,247.1051141
610U500US10010,"State Senate District 10 (2016), Delaware",10010,2018,38.7,94.7,41.7,0.26,108402,93482,74.14,4,1,SMD,1,1,1,1,1,45195,937.150085
610U500US10011,"State Senate District 11 (2016), Delaware",10011,2018,34.4,88.6,29,0.79,77962,66614,59.69,4,1,SMD,1,1,1,1,1,42653,3360.620864
610U500US10016,"State Senate District 16 (2016), Delaware",10016,2018,36.5,89.8,25.8,0.95,74496,59170,68.56,4,1,SMD,1,1,1,1,1,45487,330.6510235
610U500US10017,"State Senate District 17 (2016), Delaware",10017,2018,31.8,89.2,29.7,0.32,62157,50414,50.94,4,1,SMD,1,1,1,1,1,45971,1653.276271
610U500US10002,"State Senate District 2 (2016), Delaware",10002,2018,36.3,81.3,15.4,0.48,58579,44479,27.53,4,1,SMD,1,0,0,0,1,42302,3070.479785
610U500US10021,"State Senate District 21 (2016), Delaware",10021,2018,39.5,82.2,14.3,3.03,62938,48840,78.55,6,0,SMD,1,1,1,1,1,43066,167.1395028
610U500US10003,"State Senate District 3 (2016), Delaware",10003,2018,32.9,81.6,19.9,0.7,48555,32888,36.79,4,1,SMD,1,0,0,0,1,40473,8184.63094
610U500US10004,"State Senate District 4 (2016), Delaware",10004,2018,46.9,96.1,61.1,0.13,152831,104465,81.72,4,1,SMD,1,1,1,1,1,40278,934.7412393
610U500US10006,"State Senate District 6 (2016), Delaware",10006,2018,56.5,93.1,38.4,0.51,87072,63959,89.28,6,0,SMD,1,1,1,1,1,45873,398.2411515
620L500US12001,"State House District 1 (2016), Florida",12001,2018,38.5,89.5,22.4,1.04,59963,48740,69.74,11892,5946,SMD,1,1,1,1,1,163517,294.9541922
620L500US12010,"State House District 10 (2016), Florida",12010,2018,40.5,82.9,14.1,2.68,56634,42532,78.59,9058,3811,SMD,1,1,1,1,1,159232,60.32543426
620L500US12100,"State House District 100 (2016), Florida",12100,2018,47,91.9,41.8,0.24,80760,49702,88.37,15532,2688,SMD,1,0,0,1,1,159639,6647.470331
620L500US12103,"State House District 103 (2016), Florida",12103,2018,38.7,83.6,27.9,0.12,74239,58334,84.22,18956,3664,SMD,1,1,1,1,1,171974,4500.405621
620L500US12105,"State House District 105 (2016), Florida",12105,2018,37,80,29.2,0.9,75502,56430,81.19,22135,4391,SMD,1,1,1,1,1,174757,104.0441332
620L500US12106,"State House District 106 (2016), Florida",12106,2018,59.7,91.8,41.7,0.43,110625,63219,93.49,18015,3603,SMD,1,1,1,1,1,162153,714.6546671
620L500US12108,"State House District 108 (2016), Florida",12108,2018,35.9,74.6,18.5,0.37,51405,32835,31.3,27490,5498,SMD,1,0,0,1,1,168098,8508.275548
620L500US12011,"State House District 11 (2016), Florida",12011,2018,41.7,92.6,32,0.46,88815,62838,87.07,12922,1718,SMD,1,1,1,1,1,161850,212.6150269
620L500US12111,"State House District 111 (2016), Florida",12111,2018,43.4,69.8,14,0.31,40874,27376,91.97,22130,4426,SMD,1,1,1,1,1,163375,7403.25358
620L500US12112,"State House District 112 (2016), Florida",12112,2018,41,85.1,43.3,0.29,94540,51349,90.63,20430,4086,SMD,1,1,1,1,1,164721,8311.266966
620L500US12113,"State House District 113 (2016), Florida",12113,2018,40,80.1,34.7,0.31,76713,37421,81.38,16310,3262,SMD,1,1,1,1,1,165368,13460.96866
620L500US12114,"State House District 114 (2016), Florida",12114,2018,41.1,84.6,36.5,0.44,103550,60181,88.32,30500,6100,SMD,1,1,1,1,1,169559,4693.934612
620L500US12115,"State House District 115 (2016), Florida",12115,2018,41.8,87.7,40.1,0.13,98372,63309,88.01,30620,6124,SMD,1,1,1,1,1,163359,4141.752447
620L500US12116,"State House District 116 (2016), Florida",12116,2018,42.4,84.5,32.7,0.33,68921,50344,93.57,19660,3932,SMD,1,1,1,1,1,157834,6422.543235
620L500US12117,"State House District 117 (2016), Florida",12117,2018,31.8,74.5,15.2,3.23,48647,36455,58.53,29010,5802,SMD,1,0,0,0,0,180486,4223.475453
620L500US12118,"State House District 118 (2016), Florida",12118,2018,41,85.7,27.5,0.62,71228,55475,89,18330,3666,SMD,1,1,1,1,1,165741,5760.296111
620L500US12119,"State House District 119 (2016), Florida",12119,2018,39.8,85.4,30.7,0.39,74221,60582,92.51,16300,3260,SMD,1,1,1,1,1,169176,6710.670369
620L500US12012,"State House District 12 (2016), Florida",12012,2018,34.9,91.4,34,0.12,74682,59329,72.06,5832,1458,SMD,1,1,1,1,1,163878,2675.515502
620L500US12120,"State House District 120 (2016), Florida",12120,2018,40.1,82.6,24.8,4.53,77495,56192,85.19,44320,11621,SMD,1,1,1,1,1,173180,92.51641662
620L500US12015,"State House District 15 (2016), Florida",12015,2018,34.6,88.3,23.1,0.31,66538,51334,61.7,9692,2423,SMD,1,1,1,1,1,166528,853.4601606
620L500US12016,"State House District 16 (2016), Florida",12016,2018,38.4,93.2,41.3,0.26,82579,59264,76.18,6660,1665,SMD,1,1,1,1,1,164517,1349.240977
620L500US12017,"State House District 17 (2016), Florida",12017,2018,41.6,95.2,45.7,0.16,106754,76633,89.06,6138,3069,SMD,1,1,1,1,1,183152,513.2536535
620L500US12019,"State House District 19 (2016), Florida",12019,2018,43.9,79.5,12.8,3.1,49840,37713,81.26,18574,5341,SMD,1,1,1,1,1,149660,89.6337271
620L500US12021,"State House District 21 (2016), Florida",12021,2018,33.9,91.8,41.8,1.09,74956,52159,81.22,6671,2761,SMD,1,1,1,1,1,165373,124.3522887
620L500US12022,"State House District 22 (2016), Florida",12022,2018,50.1,85.6,18.7,4.1,54754,40347,84.66,37149,4689,SMD,1,1,1,1,1,160210,103.2002979
620L500US12023,"State House District 23 (2016), Florida",12023,2018,45,87,16.2,1.09,52515,39468,85.41,32880,6576,SMD,1,1,1,1,1,155400,179.6716656
620L500US12024,"State House District 24 (2016), Florida",12024,2018,50.7,90.4,24.6,1.44,63869,48873,85.22,8317,2161,SMD,1,1,1,1,1,168757,167.5429835
620L500US12025,"State House District 25 (2016), Florida",12025,2018,51.4,91.8,28.7,0.59,67165,47518,90.94,7168,3584,SMD,1,1,1,1,1,160915,1165.915546
620L500US12026,"State House District 26 (2016), Florida",12026,2018,41.7,87.4,19.2,0.67,49930,34250,71.29,8712,4356,SMD,1,1,1,1,1,158652,590.482429
620L500US12027,"State House District 27 (2016), Florida",12027,2018,44.4,88.9,18,0.43,55459,44184,86.31,8736,4368,SMD,1,1,1,1,1,160609,385.7899844
620L500US12028,"State House District 28 (2016), Florida",12028,2018,38,93.3,34.9,0.27,81518,60405,78.75,3080,0,SMD,1,1,1,1,1,168186,884.5144495
620L500US12029,"State House District 29 (2016), Florida",12029,2018,40.1,93.4,38.1,0.46,84573,63287,78.24,3160,0,SMD,1,1,1,1,1,165872,1860.615374
620L500US12003,"State House District 3 (2016), Florida",12003,2018,39.4,89.3,23.7,1.05,71574,58701,85.42,20467,1114,SMD,1,1,1,1,1,172041,120.7363725
620L500US12030,"State House District 30 (2016), Florida",12030,2018,38.5,92.7,35.9,0.19,73970,51577,77.21,6938,1023,SMD,1,1,1,1,1,163907,3539.267129
620L500US12031,"State House District 31 (2016), Florida",12031,2018,45.3,86.3,22.4,2.02,66475,49458,81.32,23018,9940,SMD,1,1,1,1,1,168554,332.9619577
620L500US12032,"State House District 32 (2016), Florida",12032,2018,43.8,88.3,23.4,1.06,63913,51536,80.32,25192,12596,SMD,1,1,1,1,1,168306,377.5412465
620L500US12033,"State House District 33 (2016), Florida",12033,2018,65.2,90.1,26.6,1.47,62531,48228,90.16,16975,3723,SMD,1,1,1,1,1,178541,263.1946707
620L500US12034,"State House District 34 (2016), Florida",12034,2018,55.4,86.8,17.9,0.79,53179,39955,93.43,8270,8270,SMD,1,1,1,1,1,157314,229.5174289
620L500US12035,"State House District 35 (2016), Florida",12035,2018,48.6,87,16.2,0.65,53313,41893,89.09,0,0,SMD,1,1,1,1,1,159936,433.1081173
620L500US12036,"State House District 36 (2016), Florida",12036,2018,47.4,86.1,14.4,0.25,45324,35120,91.79,3341,0,SMD,1,1,1,1,1,158192,2357.169466
620L500US12037,"State House District 37 (2016), Florida",12037,2018,43.7,90.7,27.9,0.29,73980,58594,89.61,2047,0,SMD,1,1,1,1,1,166118,664.7245953
